2GPJ, 16.697840, 1.100045, 11.898669, 3.699126
3H9F, 3.061180, 0.204099, 2.107185, 0.749896
2YAN, 6.971940, 0.299249, 4.165117, 2.507574
2XWC, 11.718890, 0.382394, 7.735232, 3.601264
4EPZ, 0.912033, 0.000436, 0.910158, 0.001438
4V06, 0.180457, 0.008189, 0.154038, 0.018229
3SOC, 2.838609, 0.005854, 1.758340, 1.074415
4HBR, 3.237236, 0.231965, 2.438898, 0.566373
2OIK, 0.310807, 0.022956, 0.193282, 0.094569
4RBO, 0.882610, 0.075742, 0.629873, 0.176995
4D6S, 0.412859, 0.000074, 0.401119, 0.011666
2Y1H, 0.847825, 0.116667, 0.419457, 0.311701
5FII, 1.889723, 0.062080, 1.251913, 0.575730
1VLH, 93.047738, 5.554464, 59.292393, 28.200881
4BGG, 5.102202, 0.038079, 4.012557, 1.051565
3UVW, 1.466566, 0.002211, 1.112431, 0.351924
4QU7, 0.013620, 0.000099, 0.010599, 0.002922
4AYW, 7.314962, 1.125728, 3.899951, 2.289284
4XWX, 0.001306, 0.000023, 0.001027, 0.000257
4FMR, 0.908452, 0.000343, 0.907251, 0.000858
3KVW, 2.323886, 0.002394, 1.387458, 0.934034
1VJ0, 1.051296, 0.004503, 0.825220, 0.221572
4R1L, 4.687704, 0.156899, 3.139144, 1.391661
3UFI, 4.143816, 0.253709, 2.465049, 1.425057
4YLK, 0.006853, 0.000364, 0.005403, 0.001086
3PPB, 0.289484, 0.023780, 0.181880, 0.083824
5DKH, 0.000605, 0.000003, 0.000377, 0.000225
2NVN, 1.062471, 0.022712, 0.983802, 0.055957
2Q0Y, 0.131867, 0.008286, 0.107660, 0.015921
3L5K, 0.228737, 0.000921, 0.225548, 0.002269
5E9V, 0.039677, 0.000497, 0.037534, 0.001646
4QSP, 3.310756, 0.016529, 2.086357, 1.207870
4JON, 0.298265, 0.033721, 0.182705, 0.081839
4Q53, 0.046053, 0.001170, 0.036420, 0.008464
4ZQL, 3.203901, 0.467603, 1.532174, 1.204124
4CRS, 6.904505, 1.162317, 3.975204, 1.766985
3PRY, 7.155103, 0.569557, 4.514682, 2.070864
4QC1, 10.304295, 0.294144, 6.877150, 3.133001
4CRH, 0.000082, 0.000014, 0.000057, 0.000011
3ZKJ, 28.159515, 1.366149, 18.887261, 7.906105
4COO, 0.505627, 0.000519, 0.503991, 0.001117
4C45, 0.321803, 0.002287, 0.265418, 0.054099
1O5I, 2.460787, 0.016697, 1.834650, 0.609440
4CGZ, 1.017393, 0.019291, 0.801933, 0.196169
4Q9A, 1.336575, 0.006168, 1.156969, 0.173438
3RNJ, 6.762996, 0.083894, 4.618334, 2.060768
4GCM, 4.620573, 0.128929, 3.177232, 1.314413
2Q78, 1.881020, 0.000038, 0.981003, 0.899979
3Q2E, 2.320595, 0.000087, 1.172728, 1.147780
3ZW5, 0.725905, 0.007307, 0.683103, 0.035495
2XYN, 1.888873, 0.024351, 1.443949, 0.420573
2H0V, 3.236125, 0.017651, 2.256920, 0.961554
3R4I, 1.344522, 0.065726, 1.059794, 0.219002
3OP0, 5.064639, 0.447647, 3.174892, 1.442101
3ZLI, 0.069986, 0.000109, 0.054978, 0.014899
4D6Q, 1.266116, 0.118425, 0.755203, 0.392488
4UYB, 1.236107, 0.156704, 0.587378, 0.492026
3ZOS, 5.232415, 0.348022, 3.787273, 1.097119
5AK7, 0.288177, 0.002972, 0.254751, 0.030455
4QC3, 0.284177, 0.000376, 0.282944, 0.000857
3LWK, 0.326973, 0.000729, 0.302854, 0.023390
4APC, 1.978297, 0.168115, 1.086128, 0.724054
4B87, 1.101267, 0.035714, 0.580205, 0.485347
3OT2, 0.759359, 0.008155, 0.694848, 0.056355
4A27, 2.919049, 0.064924, 2.150535, 0.703590
4EZG, 2.570239, 0.033111, 1.993973, 0.543156
1VQ0, 11.775194, 0.564476, 8.518479, 2.692239
4ESN, 0.001736, 0.000214, 0.000959, 0.000564
1VR6, 1.443761, 0.264920, 0.676938, 0.501903
4KQ7, 12.795534, 0.988344, 9.352515, 2.454675
3KHU, 4.099879, 0.009875, 2.755939, 1.334065
1O4T, 2.466971, 0.231491, 1.457270, 0.778211
4QTA, 0.034746, 0.000048, 0.031216, 0.003482
2R3E, 1.916747, 0.016484, 1.636908, 0.263355
4BKJ, 4.923670, 0.901377, 2.534419, 1.487874
3QQW, 5.490274, 0.476002, 3.426685, 1.587586
4AVX, 3.092864, 0.203799, 1.980634, 0.908431
4BQA, 6.510381, 0.177802, 4.443821, 1.888757
2YPT, 0.074388, 0.000038, 0.074135, 0.000215
4EF1, 8.487630, 0.503134, 6.204109, 1.780387
5APA, 9.798160, 0.311175, 5.928517, 3.558468
3S92, 5.045824, 0.035594, 3.255209, 1.755021
4F54, 2.417810, 0.048814, 1.962308, 0.406688
5BT3, 0.344216, 0.000375, 0.341040, 0.002801
4JX0, 1.954273, 0.069290, 1.367072, 0.517911
4HET, 3.052629, 0.174230, 1.610497, 1.267901
2GVI, 0.117747, 0.000328, 0.101024, 0.016395
4A35, 1.493553, 0.182825, 0.748560, 0.562168
3SOG, 3.589861, 0.001187, 1.877944, 1.710731
4DYM, 4.674657, 0.039663, 2.538394, 2.096599
4AZE, 5.238437, 0.285195, 3.361356, 1.591886
3U2U, 21.744769, 1.142806, 14.859178, 5.742785
4FLP, 4.393946, 0.174154, 3.753953, 0.465839
2PG3, 5.996567, 0.387375, 4.057419, 1.551774
4D0O, 0.414773, 0.000119, 0.414566, 0.000088
4HFS, 6.698580, 0.338592, 4.110134, 2.249853
3O0F, 44.217953, 3.585850, 28.638388, 11.993715
4EUW, 2.817579, 0.211004, 1.652013, 0.954562
2B8M, 0.948491, 0.000551, 0.936787, 0.011153
5BT4, 0.290766, 0.000048, 0.217094, 0.073624
4QTD, 0.082783, 0.000007, 0.075282, 0.007494
3UV5, 4.850740, 0.101800, 3.242157, 1.506784
4HWM, 0.181693, 0.002520, 0.141760, 0.037413
3H9E, 2.419545, 0.067044, 2.147767, 0.204735
3PAS, 0.314097, 0.000010, 0.298971, 0.015116
4LZ2, 0.008181, 0.000077, 0.007329, 0.000775
3NNB, 2.064743, 0.154390, 1.496185, 0.414168
4UUC, 0.000461, 0.000056, 0.000275, 0.000129
4USE, 12.862320, 1.069560, 7.834338, 3.958423
3N6Y, 4.140629, 0.065207, 2.989982, 1.085439
4IEJ, 4.670261, 1.091715, 1.967264, 1.611282
1VKI, 2.876213, 0.105108, 2.094742, 0.676363
3MQM, 1.935343, 0.000000, 1.118029, 0.817314
2QCV, 4.038480, 0.115189, 2.722454, 1.200837
3SOT, 0.800954, 0.109312, 0.479447, 0.212195
4J5M, 0.248496, 0.000010, 0.236387, 0.012099
3MWX, 7.530707, 0.984079, 4.056416, 2.490211
